13760	4391,789,4981,5289,2633,2472,538,3213,2014,3165,3379,2142,4044,3048,4771,2629,133,1573,16,4837,3283,4179
5713	4391,4044,3048,133,3283
2594	3093,251,73,824,4179
11579	1211,1477,4808,3350
8908	5306,34,938,5111,2922,4826,4811,1509,4614,391,3909
7702	5306,34,938,1509,3909
5543	5306,34,938,1509,3909
8670	5306,34,938,1509,3909
2276	5306,34,938,1509,3909
13508	5306,34,938,5111,2922,4826,4811,1509,4614,391,3909
4598	5306,34,938,1509,3909
14820	5111,2922,4826,4811,4614,391
14186	5111,2922,4826,4811,4614,391
1870	1287,407,4077
6949	1248,4368,1909,4311
1496	1248,2735
16425	520,2276,1248,2735,4179,173
16689	5306,520,5218,2276,1248,285,939,114,784,2735,4179,173
8515	4641,4008,1248,2077,4106,3579,4368
5131	4641,4008,1248,2077,4106,3579,4368
8936	4641,4008,1248,2077,4106,3579,4368
170	1248,2707,2735,2925
11164	1248,2707,2735,2925
15386	346,1248,2716,1169,173
6169	34,346,4980,2265,1248,2716,3257,1169,3877,4699,350,173
13776	709,3825,3502,1726,4916,2084,327,2925,4368,3192
3830	3825,4916,327,4368
2358	3825,4916,327,4368
8251	3093,346,777,4488,1912,1211,4759,4055,1545,3418,4385,4179,2407,4368,4699,455
13108	4488,4759,3418,4699,455
9901	3093,346,777,4488,1912,4759,4055,1545,3418,4368,4699,455
14225	660,1291,4076,650
16540	660,1291,4076,650
2080	2604,4967,4603
11112	2604,4967,4603
7856	2200,3999,3825,1807,1276,4446,376,1384,1472,4179
16792	2200,34,3825,1276,4446,376,3465,1472
4289	34,309,4791,5370,2343,3801,1248,939,339,1955,2708,2142,2176,493,3269,1356
16096	2343,1248,2708,493,3269
15910	3825,2343,1248,4446,2708,4916,493,4368,3269
13382	5218,1959,3105
11729	2140,4488,1248,813,997,579,4106,4368
9320	4488,3825,3863,1248,2477,4368
6002	5306,5218,4488,3825,3863,1248,285,939,114,2477,784,4368
7183	4488,1211,4385,4179,2407
5337	520,2276,1248,4179,173
8769	520,2276,1248,4179,173
1000	520,2276,1248,4179,173
15202	520,2276,1248,4179,173
10320	520,2276,1248,4179,173
1335	5218
9707	5218,2622,2284,740,4567
902	4488,1726,4044,5275,1294,2496,4368
10868	4488,1726,4044,5275,1294,2496,4368
6908	4488,1726,4044,5275,1294,2496,4368
16220	4488,1726,4044,5275,1294,2496,4368
9119	1291,24,2885,1248,3048,2619,4368,5297
7147	1964,1248
9029	1964,1248
11387	709,3502,1726,2084,2925,3192
5558	2055,4571,434,141,2046
10653	2055,4571,434,141,2046
6000	1912,4368,1151
4723	1912,4368,1151
9835	2200,34,3465,1472
5064	3825,4446,4916,4368
16813	1711,3903,2355,2468,273,5212,3465,784,3608
3926	2140,4488,1248,997,579
7556	2140,4488,1248,997,579
12072	1704,4980,4687,2716,2588,4044,5302,1150
14644	22
8758	1248,4103,4368
2312	1248,4103,4368
12764	4980,292,3332,4179
1426	2200,3999,1807,1384,1472,4179
5202	2776,5218,1623,30
14077	1865,592,868,4895
10041	1865,592,868,4895
14435	1865,1149,331,5188,592,3824,1247,868,1655,4895,4179
4137	1865,592,868,4895
10981	1865,592,868,4895
12208	1865,592,868,4895
9940	1865,592,868,4895
11968	1865,592,868,4895
11166	1865,592,868,4895
7521	647,621,3987,5275,3004,4589,5078
9586	5096,5306,497,2847,2566,3107
1076	2120,3258
2755	1712,598,5121,3258,2372,1841,1122,3600,1248,3824,4020,1113,4137,644,4576,3199,4244,1401
1512	1712,598,5211,3258,3025,2167,891,17,1841,4056,1122,3600,2514,1324,1248,4020,1113,4044,4137,644,4576,5365,4483,3747,1151,1401
14553	3025,2167,4056,1324,5365,4483,3747
4822	1277,5306,660,2275,4770,3213,2500,3410,1761,3912,1244,1666,447,1809,939,4446,1234,4525,5302,713,43,4278,4415,4086,1089,4179,5105,823,4448,1599,1493
3500	3630,3386,4455,3213,1212,4807,2139,762,1726,1358,5270,873,3453,1599,4453
1300	3386,4455,3213,1212,4807,762,1358,5270,873,3453,1599,4453
11415	5061,1171,3087,234,777,4394,3258,1163,891,1845,125,4850,4644,3133,3706,3960,2374,5302,2107,784,1145,4375,941,1026,5365,4223,2539,3488,1013,2210,1133,334
15834	405
8354	1790,2271,2858,1406,15,3824,4020,1384,3000
16046	3515
16359	860,414,3950,4179,1599,1983
13647	5211,4373,2514,3196,1113,838
12729	4735,3730,1771,3257,1644
8019	352,245,3842,4735,4688,3730,1771,3257,1644
2417	4735,3730,1771,3257,1644
12036	2507,3087,627,1304,4607,3824,4372,1168,3993,2984,5302,1810,3332,1515,3734,3720,4483,1764,2928
1455	1986,2348,1221,5112,1316
11285	3281,4221,2886,5121,2848,3258,3623,3199
2510	5121,3258,3199
14807	2831,4372,1630,1736,4382,1070
9023	2752,1678
4364	3968,1151
514	3271,1640,3281,4221,2506,2886,3142,2848,3835,4857,2323,5219,1575,1670,2327,2588,2481,3623,5025,3257,1944,12,1145,2385,360,3965,4220,1329,4589,4179,3568,2550,4130,1599
16862	881,3213
12411	881,3213
7267	881,3213
8191	881,3213
9764	881,3213
2538	3281,5121,2091,3912,405,3199,498,2798,2665
13210	70,68,1802,5365,1217,4332,2837
15165	3297
450	4866,2368
8945	1456,347,4179,2958
4585	4460,1217
2353	5127,1546,1148,2848,3650,5184,2917
13170	3630,3219
6661	2323,1248,5041,4483,4333,5174
8197	4850,1145,2735,1388
1170	3057,3499,1248,1145,4524
5205	3904,2257,3842,4627,5189,1695,4238,1304,1716,4681,2132,405,4282,3481,2148,4775,571,1862,3891,5237,2934,1346,2750,1445,4332
6918	34,2139,339,4862
10145	34,5266,2139,2390,339,1143,4862,1026,2709
12810	34,2139,1405,1972,339,4862,713
9925	331,1145,2362,1185,3680
11513	331,3213,1316,4940,1145,2362,1185,3680
16780	3904,1256,4547,2818,571,3576
2262	3904,4547
13891	367,3904,5211,4547,2514,952,3993,2149,941,797,3332,1199
155	3904,4547
8470	3904,4547
1068	3904,4547
8485	3904,4547
5941	3904,4547
14897	497,734,4829,4229,4862,2157,3134,2735,4713,3607,3680
16388	5250,1809
2849	3923,777,3920,481,5352,1169,9,623,1523
2408	3923,777,3920,481,5352,1169,9,623,1523
12867	3923,777,3920,481,5352,1169,9,623,1523
1243	2981,5319,3904,3213,1929,3165,4412,2735,89
11611	2022,5121,3650,3456,4416,228,1866,22,3199,4589,623,2761
16052	3258,1304,2203,2316,5365
3260	2275,1505,68,1809,4964
14119	15,4826,1599
13277	1766,4689,3021,3706,3966,2106,1029
14438	1245,4310,2432,2533,1026,2882,1725,2950
6322	4346,2091,3274,4602,1549,1035
3591	4717,1113,3017,351
5678	4717,1113,3017,351
6903	4717,1113,3017,351
5157	3630,2139,1726
3294	5203,5365,2550,1599
2357	3227,3003,1075,4378,93,4615
15887	5250,1809
1909	2224,2304,5121,4066,443,4788,3199,2407
11838	3003,3602,3650,1339,3199
8030	107,4977,1709,331,1231,2506,3752,1546,1148,5121,734,2848,3258,4424,3684,4607,4475,447,560,857,1972,5302,3372,3199,1874,1329,2199,67,1732,4901,3534
2275	1640,234,5204,2704,2583,1329,2285
2008	168,831,3413,4787,2201
13373	3031,2121,4585,2421
6505	3031,2121,2029,4585,784,4406,2421
6245	1319,4346,4684,883,2323,4244,71
9715	3082,3376,4706,4333
2202	4485,3602,4027,1523
6082	4485,3602,4027,1523
412	905,1668,3824,3597,1298,1133
9316	905,1668,3824,3597,1298,1133
15483	3870,3931,2064
9824	3552,5121,4789,5355,3977,1768
15615	272,3669,2911,3257,4045
15928	272,3669,2911,3257,4045
16156	272,3669,2911,3257,4045
9371	272,3669,2911,3257,4045
7578	272,3669,2911,3257,4045
8446	3120,2362,4483
15224	329,911,5365,2735,4970,623,1459
17146	3893,3246,1303,3824,2626,4146
16182	3087,2835,5121,734
12223	3087,2835,5121,734
11111	3410,1929,5198,2385,1446,2880
11511	5198,2385,1446
6580	5198,2385,1446
9074	2257,3842
1779	3842,2417,1435,3866,723,5037
8462	3975,1912,405,3257
1392	881,3213,3824
5195	245,3165,4578
5129	5121,3920,3248,2735
11428	1798
8805	4791,1133
8954	3227,200,4922,3893,4521,3315,4977,1231,2506,3752,1512,5121,734,4691,4473,4424,2391,1304,3812,3600,4144,1554,560,3960,220,713,2704,710,971,3014,3919,4874,1573,3199,1329,4589,3445,4893,3096,4505,4699,1732,4333,3534,1779,1133
3024	4787
13740	2275,3904,5121,734,3987,830,3379,1123,2163,3692
12145	2022,3456,4589,623
13801	2022,3456,4589,623
8935	1135,3586,794,2588,3540
10174	2848,1738
7100	2848,1738
9743	472,1014,1939,4964,171,2156
14867	3087,2835,5121
10854	3087,2835,5121
12314	2835
9276	2835
7648	2835
3125	3087,2835,5121
866	234,4488,849,3332,1586,1732
1767	1712,3208,1642,234,4866,2506,3825,2564,1650,4144,4672,4030,4421,186,1433,1329,4755
3111	691,3600
5963	4521,3315,1512,4691,1304,2592,220,710,4527
13992	405
2207	969,2913,1374,542
12666	969,5219,2905,2913,1374,1145,542
13025	2422,1640,1301,3630,1639,2323,2803,2679,2216,1269,1599,3796
11308	1640,3630,1639,2323,2803,2679
12785	2422,660,1640,1301,3630,1639,2323,2803,2603,2679,2912,2216,1269,228,1415,1459,1599,3796
8989	3087,5121,1105,2013
15426	4485,2831,1256,1118,1771,22
10156	3257,12,2159,3009
1709	4695,3112,1874
2536	3896,367,3904,5121,605,941,3199,4472,1298,4885
13375	2284,3032,391,2362
614	2284,3032,391,2362
14372	2284,3032,391,2362
2782	1149,4398
45	1149,4398
780	1149,4398
1239	756,148,1098,675,1519,4281,2038,4179,1133
4324	258,5211,3824,5212,3475
10135	2420,3376,1599
2359	881,3213,3910,941
3856	969,881,3788,3213,3910,1571,4607,4512,4459,2381,941,4402,5232,4398,1242,2928
3388	3907,3960,1752,315,1599
7137	3907,3960,1752,315,1599
9979	1163,4644,3846,5302,4375
2556	4455,5270,3453
15878	4455,5270,3453
11510	3028,3780
16157	2258,797,1952,3991
15518	2258,797,1952,3991
9395	2258,797,1952,3991
10740	4876,3824,3220,3073
3876	3824
9967	168,1704,2969
4699	168,1704,2969
5275	5121,405
14323	4345,1798,734,2849
9401	2312,5064,3339
4764	777,3258,1571,5294,544,141
14121	5365
75	881,3213
2706	881,3213
15157	3716
12620	4687,2116,2163
719	1245,5184,4954,1599
12953	1245,5184,4954,1599
9927	4099,22
5999	533,3332,282
5491	5058,936,3193,2514
11794	5058,936,3193,2514
9168	4563,1571
17067	1640,2640,4563,1571,2867,108,5213
7994	1771,5302,3458
804	1771,5302,3458
6620	5198,4373,1254,3793
4498	2150,5312,3642,2709
981	5061,3416,1105,2132,1026
6567	2132
9567	2132
17097	977,3623
9284	3824,2385,2563,4025
14656	5076,1286,4657,4794,3188,4378
12004	5076,1286,4657,4794,3188,4378
5822	4765,916,1571,3987,4943,3824,4030,5171,3877,3063,1329,13,4699,5330
6206	405
2762	4964,2496
5435	405,1254
5793	2615,2622,3556,4173,12
12294	2615,2622,3556,4173,12
16819	4262,28,5038
5622	1287,3716,691,186,2362
15610	1406,1098
14359	1118,4375,163
309	2932
12868	2409,1738,3793,1421
5401	2409,1738,3793,1421
16119	2409,1738,3793,1421
5204	5327,3173,2411,3325,4137,761
17238	5327,3173,2411,3325,4137,761
10322	5327,3173,2411,3325,4137,761
6105	289,3090
2327	289,3090
16408	660,2603,2912,228,1415,1459
1052	660,2603,2912,228,1415,1459
15023	660,2603,2912,228,1415,1459
8195	2275,1512,2052,823
15277	2275,1512,2052,823
15565	3381,2581,1771
14738	1333
5335	1571,3333,1248,1094,4087,4266
1307	34,2323,2258,3413,1105,1919,3332,1599
7363	881,4958,3213,861,1145,108,4161,2362,4875
11030	881,4958,3213,1145,108
15264	1225,1244,939,2005
12677	2831,3213,405,1133
14881	781,1798,1912,3413,4943,574,1549
10442	3003,4581,5177
1724	4152,129,286,3483,1006
6081	4152,129,286,3483,1006
3020	3332,282
1785	4644,5175,797,3332
4541	881,2292,3213,4624,4375,3877,3461,4699
1570	881,2292,3213,4624,4375,3877,3461,4699
1004	2981,1111,1014,3499,1630
2094	2604,1945,3856
6004	698,3134,4589
11875	698,3134,4589
10326	698,3134,4589
1433	809,83,4606,2129,3866,2958,102
2	809,83,4606,2129,3866,2958,102
6485	2831,4790,1397
13433	1148,3203,4944,1941,5365,1415,4311
13797	3203,5365,1415
3698	5010,3352
1618	120,660,3813,4116,4110
6402	120,660,3813,4116,4110
3497	3198,1939,5037
14038	5121,1077,2366,2514,4681,5302,3504,4179
15175	5121,1077,2366,2514,4681,5302,3504,4179
15510	5121,115,1505,68,3199
4016	734,1998,1771,4525
3053	734,1998,1771,4525
8121	734,1998,1771,4525
3232	881,3213,3846,2592,2969
6739	3086,2455,4787,1269,4044,2273,3695,4385
11326	3680
10486	331,4841,2514,4681
1813	331,4841,2514,4681
16240	331,4841,2514,4681
3894	3975,771,385,622,4644,4919,3553,4713,3747,4311
13119	3025,2046
12921	2292,1912,1320,3950,2576
9691	3487,1004
5771	3487,1004
16759	54,4964,2496
13981	34,734,2257,2132,4143,4311,2079
8720	3227,734,554,1801,4483,3534
1718	5250,4841,1809,2137,4291,1462,4699
15748	2518,3213
4313	2518,3213
4851	2518,3213
10006	2518,3213
4011	2518,3213
15151	2518,3213
12765	3616,5312,2958
1189	3842,3332,491,1599
2169	358,2514,405,3134
3015	5211
4482	5121,5198,4583,4441,4702,4718
6966	3906,417,1372,334
1209	3725,4631,292,1221,2149,4895,4368
10856	2748,4019,1248,2932,4850,3897,4063,4304,2849
5821	3293,562,2850,5298
6633	3293,562,2850,5298
13684	4440,4917,321,2125
8217	407,1051,2209
323	3281,5088,1095,2355,1151,4453
9641	3213,842,18,1316,4887
9381	3213,842,18,1316,4887
3405	3213,842,18,1316,4887
4706	3668,1211,4983,3413,1571,1187
13532	3668,1211,4983,3413,1571,1187
13260	3668,148,1211,3043,4983,1304,3413,1571,4681,429,2203,2316,1346,1187,141
6010	4229,3824,2972
14776	4483
14899	3218,5091,2749,2816,103,3615
7602	3218,5091,2749,2816,103,3615
10334	3218,5091,2749,2816,103,3615
16987	3213,2843,2741,2313,2990
409	3213,2843,2741,2313,2990
15140	734,5320,1211,4510,1304,4457,2116,3475,4179
15098	3972,4229,3801,3370
9250	3972,4229,3801,3370
12017	4908,5121,3987,5365,3199
2867	2337,331,1802
9878	329,1145,2735
3988	734,2323,1324,5152,3283,4483
16066	1709,2744,1406,2559,439,2949,3864
16138	2748,2849
6325	251,2564,4187,3877,4699
9587	3543,1816,1811,5037,853,93
12462	2485,2021,3846,550,4828,2362,1372,4483,3680
3457	3500,563
11896	1546,2602,4505,2709
4380	400,1546,2602,824,1176,903,4179,4505,1599,2709
1775	2154,3846,4316
10231	881,593,356,3814
3889	1464
3205	1338,4262,4608,4551,3213,3920,2355,3545,1221,2327,405,2839,4826,2070,3332,3877,1002,4699,3680
6491	1505,68,912,5365
16726	3451,1477,4354,3821,1513,1241
2375	4758,3650,3413,3824,4713,5273,141
16872	1571,4460,3824,893,620
1453	5365,4970,623
631	2506,1329
7744	4219,405,4044,2788,4179
6107	5250,1809
17292	5019,2474,5200,1211,1187,2702,4179
14809	4408
12525	4408
499	4408
11195	1701,4646,1787
13521	2275,2748
16416	1273,3165,3257,4363
13732	2323,1248,5041,4483
488	3904,734,846,4732,1845,3889,4020,784
3323	3904,734,846,4732,1845,3889,4020,784
5417	3904,734,846,4732,1845,3889,4020,784
3714	756,675,1519,4281,4179,1133
3607	756,675,1519,4281,4179,1133
659	734,891,4287,1592,5302,391,1298,3534
8192	5121,405,4887,4713,623,2665
5838	405
14646	2351,1493
4340	2351,1493
2768	1640,4413,245,1482,5284,3504
4641	1640,4413,245,1482,5284,3504
5988	1171,1845,4850,2107,784,941,4223
